tweet_id;airline_sentiment;airline_sentiment_confidence;negativereason;negativereason_confidence;airline;airline_sentiment_gold;name;negativereason_gold;retweet_count;text;tweet_coord;tweet_created;tweet_location;user_timezone
5.70295E+17;1;0.6329;9;0;US Airways;;oscarmichv;;0;airway forgot password dont know namer correct want use miles;;24/02/2015 10:53;Facebook: BÚFALOS F.C.;
5.70295E+17;1;0.669;9;0;US Airways;;renvas;;0;airway question friend flight got uncancelled flightless book flight leaving lachsa hilly germanyl;;24/02/2015 10:52;Charleston/Houston;Quito
5.70295E+17;1;0.6843;9;0;US Airways;;djndc4l;;0;airway yes confirmation number;;24/02/2015 10:52;nan;
5.70294E+17;1;1;9;;US Airways;;idk_but_youtube;;0;airway know suicide second leading cause death among teens cobblestone;;24/02/2015 10:48;1/1 loner squad;Eastern Time (US & Canada)
5.70293E+17;2;1;9;;US Airways;;ToxicLayge;;0;airway getting sorted thanks;;24/02/2015 10:44;nan;London
5.70292E+17;0;0.6841;1;0.6841;US Airways;;ajbibbs;;0;airway sadly imi currently booked one flight tomorrow hanging;;24/02/2015 10:41;nan;
5.70291E+17;1;0.6593;9;0;US Airways;;pinkgolftees;;0;airway certainly impression ashes;;24/02/2015 10:36;Denver, CO;Mountain Time (US & Canada)
5.70291E+17;0;0.6721;7;0.6721;US Airways;;AshleyKAtherton;;0;airway stand far two us snow storm fitting iowa tomorrow stuck two days;;24/02/2015 10:34;nan;Central Time (US & Canada)
5.7029E+17;2;1;9;;US Airways;;KenzieC_;;0;airway thank;;24/02/2015 10:33;Boynton Beach, FL;Eastern Time (US & Canada)
5.7029E+17;1;0.6906;9;0;US Airways;;CapuanoESPN;;0;airway know left something last flight literally run make connection retrieve please;;24/02/2015 10:29;Wherever Travel Team C sent me;Eastern Time (US & Canada)
5.70289E+17;0;0.6765;1;0.3634;US Airways;;djndc4l;;0;airway cant check onliness flight tomorrow;;24/02/2015 10:29;nan;
5.70289E+17;0;1;10;0.3542;US Airways;;UyonJ;;0;airway standing gate cobblestone min trying go stand mobcap miss connection help fly us airway;;24/02/2015 10:27;nan;
5.70289E+17;0;0.7033;3;0.7033;US Airways;;themainevent001;;0;airway assured pleasant woman gate cobblestone albany any life perfect id sheard enough;;24/02/2015 10:26;Saratoga Springs;
5.70288E+17;1;0.661;9;0;US Airways;;alybullock;;0;airway get receipt change fee originally booked miles;;24/02/2015 10:25;Washington, DC;Eastern Time (US & Canada)
5.70288E+17;0;0.6512;6;0.3256;US Airways;;CLChicosky;;0;airway u didnt bother following booked delta delta understand ust sri provided lunch 4 delay lamp upgrade eats;;24/02/2015 10:23;nan;
5.70288E+17;1;1;9;;US Airways;;AshleyKAtherton;;0;airway even goffered fly another airport said wouldnt explanation cant;;24/02/2015 10:22;nan;Central Time (US & Canada)
5.70287E+17;1;0.6762;9;;US Airways;;gleenc;;0;airway travel advisory coming carolina bad weather;;24/02/2015 10:21;nan;
5.70287E+17;0;1;3;0.6635;US Airways;;EEB4;;0;airway error w preferred status lamp imi able reach agent via phone travel friday need resolved contact infold;;24/02/2015 10:19;Washington, DC;Eastern Time (US & Canada)
5.70286E+17;0;1;7;0.6495;US Airways;;MauererPower;;2;airway americana pilot forget log book waiting plane cobblestone min nondrinking;;24/02/2015 10:17;nan;Central Time (US & Canada)
5.70286E+17;0;1;3;0.6942;US Airways;;AshleyKAtherton;;0;airway already one person said wouldnt anything another said didnt know first person stalked 2 said;;24/02/2015 10:17;nan;Central Time (US & Canada)
5.70286E+17;0;1;3;0.6826;US Airways;;djndc4l;;0;airway sheraton hour hold far;;24/02/2015 10:16;nan;
5.70285E+17;0;1;7;1;US Airways;;HPUgradMM;;0;airway ort darat nice another delay sair second one trip left engine hatmaking next sair happy;;24/02/2015 10:13;Triad;
5.70285E+17;0;1;3;1;US Airways;;JustinEhlert;;0;airway want love cobblestone minute hold help understand switched loyalty program gyrochrome;;24/02/2015 10:12;Austin, tx;
5.70285E+17;0;0.6563;3;0.6563;US Airways;;djndc4l;;0;airway cobblestone minute nice customer service got going;;24/02/2015 10:11;nan;
5.70281E+17;0;1;3;1;US Airways;;djndc4l;;0;airway cobblestone minute hold far still havent spoke human never musing;;24/02/2015 09:56;nan;
5.70281E+17;1;0.6421;9;0;US Airways;;mdendas;;0;airway remail address page whyfor;;24/02/2015 09:55;nan;Eastern Time (US & Canada)
5.70281E+17;0;1;1;1;US Airways;;themainevent001;;0;airway idea upset frustrate right ill sure follow never flying;;24/02/2015 09:54;Saratoga Springs;
5.70281E+17;0;1;10;0.6616;US Airways;;mcrowe6655;;0;airway person go number one stand list number twelve three hour super platinum diamond status;;24/02/2015 09:54;Cleveland;Mountain Time (US & Canada)
5.7028E+17;0;0.664;6;0.336;US Airways;;themainevent001;;0;airway forget reservation thank great leadership company jive uncancelled flighted flight thank;;24/02/2015 09:53;Saratoga Springs;
5.70279E+17;2;1;9;;US Airways;;mlmoore2;;0;airway great job today team unchallenging weather delay flight cobblestone charlotte travel friendly;;24/02/2015 09:48;Gulfport, MS;Central Time (US & Canada)
5.70279E+17;1;0.6354;9;;US Airways;;sundialtours;;0;airway airport snow removal method cobblestone keep good work folksy cess become cobblestone butterscotch;;24/02/2015 09:48;Astoria, OR;Tijuana
5.70279E+17;1;1;9;;US Airways;;AshleyKAtherton;;0;airway cant even accommodate us wetting us fly another airport horrible service fault;;24/02/2015 09:47;nan;Central Time (US & Canada)
5.70278E+17;0;0.6523;2;0.6523;US Airways;;RyanDrinks42;;2;airway saturday snow redcap area excited flight uncancelled flightless sad went missing;;24/02/2015 09:45;Just outside of Thunder Dome;Eastern Time (US & Canada)
5.70278E+17;0;0.6616;3;0.343;US Airways;;wyattmel;;0;airway americana love guy lamp imi gona let finish jive hold 1 hour trying book flight w voucher;;24/02/2015 09:44;nan;Eastern Time (US & Canada)
5.70278E+17;0;0.6448;5;0.6448;US Airways;;pinkgolftees;;0;airway helpful employee change boarding zone space pump rediscipline fail;;24/02/2015 09:42;Denver, CO;Mountain Time (US & Canada)
5.70277E+17;0;1;8;0.6875;US Airways;;RogerWaterer;;0;airway need talk person bag waiting hold two hour bag isba redeliver last night onliness naysay found;;24/02/2015 09:39;nan;
5.70277E+17;1;1;9;;US Airways;;dagzapatero;;0;airway 2 call lamp wasted 3 urs hold change coming divided award weather relate flight flight yalla disconnected cobblestone please help;;24/02/2015 09:39;Tidewater - Virginia;Atlantic Time (Canada)
5.70277E+17;0;1;8;1;US Airways;;_Leycar;;0;airway dont want sympathy want someone make effort find bag;;24/02/2015 09:38;nan;Eastern Time (US & Canada)
5.70276E+17;0;1;3;0.6854;US Airways;;pinkgolftees;;0;airway spoke someone told breast pump arent medical equipment unplanned better;;24/02/2015 09:37;Denver, CO;Mountain Time (US & Canada)
5.70275E+17;0;0.6656;8;0.6656;US Airways;;tuneday;;0;airway cobblestone preferred back baggage reservice left airport seat cobblestone;;24/02/2015 09:32;Philadelphia, PA;
5.70275E+17;2;1;9;;US Airways;;DCEssig;;0;airway thank much;;24/02/2015 09:31;nan;Eastern Time (US & Canada)
5.70274E+17;1;0.7002;9;0;US Airways;;tuneday;;0;airway left personal stuff us phobos hour ago went baggage told plane left call cobblestone;;24/02/2015 09:29;Philadelphia, PA;
5.70274E+17;0;1;1;0.6614;US Airways;;ajbibbs;;0;airway first impression hard reverse horrible first experience never fly;;24/02/2015 09:29;nan;
5.70274E+17;1;1;9;;US Airways;;themainevent001;;0;airway phone number remail address customer service;;24/02/2015 09:28;Saratoga Springs;
5.70274E+17;0;1;2;0.3545;US Airways;;themainevent001;;0;airway going unplanned understatement flight change werent family emergency id uncancelled flight;;24/02/2015 09:27;Saratoga Springs;
5.70273E+17;0;0.6674;7;0.6674;US Airways;;SteveBass2;;0;airway 2 hour plane least got us direct flight couple hour late flight united;[40.6954621, -74.1733106];24/02/2015 09:24;nan;
5.70272E+17;0;1;8;1;US Airways;;DannyLawray;;0;airway sadly didnt help meeting work today seeing presentation major strike;;24/02/2015 09:22;Dumfries, Virginia;Eastern Time (US & Canada)
5.70272E+17;0;0.6875;8;0.3542;US Airways;;RyanDrinks42;;2;airway eyey looking pand better chance ringing home;;24/02/2015 09:21;Just outside of Thunder Dome;Eastern Time (US & Canada)
5.70272E+17;0;1;8;1;US Airways;;_Leycar;;0;airway bag still lost get anyone phone assist racking update stopped;;24/02/2015 09:20;nan;Eastern Time (US & Canada)
5.70272E+17;2;0.6549;9;;US Airways;;JenRomanoff;;0;airway thanks;;24/02/2015 09:19;nan;Eastern Time (US & Canada)
5.70271E+17;1;1;9;;US Airways;;JenRomanoff;;0;airway make reservation;;24/02/2015 09:17;nan;Eastern Time (US & Canada)
5.70271E+17;1;0.6749;9;0;US Airways;;JenRomanoff;;0;airway didnt make reservation yet hanging name dividend miles account;;24/02/2015 09:16;nan;Eastern Time (US & Canada)
5.70271E+17;0;1;3;1;US Airways;;suzkschir6;;0;airway cobblestone minute imi trained mon cant better;;24/02/2015 09:15;nan;
5.70271E+17;1;1;9;;US Airways;;DCEssig;;0;airway qualify free st checked bag applied check musing companion ticket;;24/02/2015 09:14;nan;Eastern Time (US & Canada)
5.7027E+17;0;1;3;0.6444;US Airways;;JenRomanoff;;0;airway direct number dividend miles account infold every time try get actually hung;;24/02/2015 09:12;nan;Eastern Time (US & Canada)
5.70269E+17;0;0.6737;6;0.3684;US Airways;;haascc6;;0;airway trying use chairman upgrade certy flybelt cobblestone cobblestone told option cobblestone open eats thanks;;24/02/2015 09:09;nan;Eastern Time (US & Canada)
5.70268E+17;0;1;3;1;US Airways;;JenRomanoff;;0;airway jive trying call since yesterday keep getting hung get;;24/02/2015 09:03;nan;Eastern Time (US & Canada)
5.70267E+17;1;1;9;;US Airways;;msergovich5;;0;airway whats charge oversize overweight;;24/02/2015 08:59;nan;Atlantic Time (Canada)
5.70266E+17;1;1;9;;US Airways;;JenRomanoff;;0;airway legal last name technically name change used wrong name;;24/02/2015 08:55;nan;Eastern Time (US & Canada)
5.70266E+17;0;0.3913;6;0.3913;US Airways;;JenRomanoff;;0;airway award travel ticket cannot since different last name simply need change;;24/02/2015 08:55;nan;Eastern Time (US & Canada)
5.70266E+17;1;0.6737;9;0;US Airways;;JenRomanoff;;0;airway hi dividend miles account accidentally listed newly married name opposed legal name trying book;;24/02/2015 08:54;nan;Eastern Time (US & Canada)
5.70264E+17;0;0.636;3;0.3299;US Airways;;xafbcn;;0;airway ok thank you call pain us seating assistance;;24/02/2015 08:49;Barcelona;Brussels
5.70263E+17;1;1;9;;US Airways;;itsandrewhorn;;0;airway check bag final destination even though bought separate ticket triad phlegm phlegm israel;;24/02/2015 08:44;Brooklyn;Eastern Time (US & Canada)
5.70263E+17;0;1;0;0.7085;US Airways;;DougAsano;;0;airway day coffee lamp 1 working toilet read domestic hairline whing foreign competition coincidence skies;;24/02/2015 08:43;nan;
5.70259E+17;1;1;9;;US Airways;;msergovich5;;0;airway much check golf club flight oversized;;24/02/2015 08:30;nan;Atlantic Time (Canada)
5.70259E+17;1;1;9;;US Airways;;DaveKrupinski;;0;airway cobblestone unable use undeparting flight still use unreturning flight;;24/02/2015 08:29;New York, NY;Eastern Time (US & Canada)
5.70259E+17;1;1;9;;US Airways;;GMLane;;0;airway possible uncancelled flight reservation onliness;;24/02/2015 08:28;nan;Eastern Time (US & Canada)
5.70258E+17;0;1;2;0.3474;US Airways;;GMLane;;0;airway jive hold rebook uncancelled flighted flight two hour know weather huge impact anticipate;;24/02/2015 08:26;nan;Eastern Time (US & Canada)
5.70258E+17;0;1;3;0.6665;US Airways;;SoClutchAllie;;0;airway hold 5 hour believe overcharge cobblestone flight need immediate explanation help;;24/02/2015 08:25;In a galaxy far, far away :sparkles:;Pacific Time (US & Canada)
5.70258E+17;1;1;9;;US Airways;;oliviahaymond;;0;airway thank although musing miles card flight booking problem companion ticket booked phone;;24/02/2015 08:24;Tampa, Florida;Eastern Time (US & Canada)
5.70257E+17;2;0.6667;9;;US Airways;;mikebrandes;;0;airway made th;;24/02/2015 08:21;Minneapolis, MN;Eastern Time (US & Canada)
5.70256E+17;0;1;3;1;US Airways;;CoryDauphin;;0;airway still hold lehr cobblestone thank god chairman status status match delta;;24/02/2015 08:17;nan;
5.70255E+17;1;1;9;;US Airways;;oliviahaymond;;0;airway phone line call hisn affected bad weather trying book vacation eyey;;24/02/2015 08:13;Tampa, Florida;Eastern Time (US & Canada)
5.70254E+17;0;1;3;1;US Airways;;msergovich5;;0;airway worst customer service cant even get rep ottar skidding;;24/02/2015 08:08;nan;Atlantic Time (Canada)
5.70252E+17;0;1;3;1;US Airways;;yorkshire2002;;1;airway beam maybe hold cobblestone minute amazing;;24/02/2015 08:00;Kentucky;Eastern Time (US & Canada)
5.70252E+17;0;1;8;1;US Airways;;yorkshire2002;;1;airway beam real live person talk person whose luggage lost 4 days vacation unwrecked yorkshire;;24/02/2015 08:00;Kentucky;Eastern Time (US & Canada)
5.70251E+17;0;1;7;1;US Airways;;mikebrandes;;0;airway elt departure undelayed hooping make connection lengthy take delay endless taxing elt;;24/02/2015 07:56;Minneapolis, MN;Eastern Time (US & Canada)
5.7025E+17;2;0.7039;9;0;US Airways;;yorkshire2002;;0;airway imi glad beam sweetweed otherwise ignore numerous tweet sent ducking amazing;;24/02/2015 07:54;Kentucky;Eastern Time (US & Canada)
5.70249E+17;0;1;8;1;US Airways;;DannyLawray;;0;airway trusting still gotten back bag sent any mystery shame time;;24/02/2015 07:49;Dumfries, Virginia;Eastern Time (US & Canada)
5.70249E+17;0;1;8;1;US Airways;;DannyLawray;;0;airway never travel us airway flew la redcap last night ind time hairline bag didnt arrive;;24/02/2015 07:48;Dumfries, Virginia;Eastern Time (US & Canada)
5.70248E+17;2;1;9;;US Airways;;OneT_Mat;;0;airway hah worrier guy best 1 spelling name correctly;;24/02/2015 07:45;Boston, MA;Atlantic Time (Canada)
5.70248E+17;0;1;3;1;US Airways;;JenRomanoff;;0;airway like call iva trying since yesterday one unanswering;;24/02/2015 07:43;nan;Eastern Time (US & Canada)
5.70246E+17;0;1;3;0.6897;US Airways;;bergie72;;0;airway sri phlegm suck flybelt cobblestone get exdie get rebook next day stand cobblestone hopeful;;24/02/2015 07:35;Hanover Twp, PA;
5.70244E+17;0;1;3;1;US Airways;;JenRomanoff;;0;airway hello anyone behind twitter account customer;;24/02/2015 07:28;nan;Eastern Time (US & Canada)
5.70242E+17;0;1;3;1;US Airways;;JenRomanoff;;0;airway keep getting hung please respond book ticket wont able buy one unless speak someone;;24/02/2015 07:22;nan;Eastern Time (US & Canada)
5.70242E+17;0;1;2;1;US Airways;;OneT_Mat;;0;airway hey yeah last time got phone call flight uncancelled flightless ca bos;;24/02/2015 07:22;Boston, MA;Atlantic Time (Canada)
5.70242E+17;0;0.6316;1;0.3263;US Airways;;_Justin22_;;0;airway prepared weather want find take train phlegm catch connection;;24/02/2015 07:21;nan;Eastern Time (US & Canada)
5.70242E+17;0;1;2;1;US Airways;;yorkshire2002;;0;airway decidingly wreck vacation losing luggage uncancelled flighted flight go maneuver;;24/02/2015 07:19;Kentucky;Eastern Time (US & Canada)
5.70241E+17;2;0.3782;9;0;US Airways;;david_drhealey;;0;airway see board tomorrow;;24/02/2015 07:15;Central, New Jersey;Hawaii
5.7024E+17;0;1;3;0.6527;US Airways;;_Justin22_;;0;airway hold cobblestone minute calling flight undelayed type service acceptable;;24/02/2015 07:11;nan;Eastern Time (US & Canada)
5.70237E+17;0;1;3;1;US Airways;;DocUX;;0;airway hold 2 hour something done less 1 minute available site tux awe full;;24/02/2015 07:02;USA;Quito
5.70236E+17;0;0.6842;3;0.3474;US Airways;;dgjessee;;0;airway drop fee cobblestone ort make sense eu hairline charge 0 canada charge reasonable cobblestone;;24/02/2015 06:59;Atlanta, United States;Eastern Time (US & Canada)
5.70236E+17;0;1;3;0.6378;US Airways;;david_drhealey;;0;airway understand still able view reservation onliness;;24/02/2015 06:58;Central, New Jersey;Hawaii
5.70236E+17;0;0.669;7;0.3365;US Airways;;Dukestuaff;;0;airway another fiasco national forever jet gate am flight ardu;;24/02/2015 06:55;Durham, NC;Eastern Time (US & Canada)
5.70236E+17;0;1;3;1;US Airways;;oliviahaymond;;0;airway good know phone customer service still unimpaired due bad weather week ago anyone;;24/02/2015 06:55;Tampa, Florida;Eastern Time (US & Canada)
5.70233E+17;0;1;6;0.6697;US Airways;;TheVoiceofBrian;;1;airway ok day cobblestone trying book flight 4 ur system still naysay due weather back late flight business;;24/02/2015 06:43;YouTube.com/VOiceofBrian;Central Time (US & Canada)
5.70232E+17;0;1;1;1;US Airways;;yorkshire2002;;0;airway thanks ruing vacation best done without;;24/02/2015 06:40;Kentucky;Eastern Time (US & Canada)
5.70232E+17;0;1;7;1;US Airways;;MadeleineDay;;0;airway americana honeymoon undelayed day gas cap screwed flight cobblestone trusting;;24/02/2015 06:39;St. Louis;Pacific Time (US & Canada)
5.70231E+17;0;1;1;0.6661;US Airways;;HRKatWrangler;;0;airway policy needs serious revision abies fortunately choice choose southwest;;24/02/2015 06:35;Hudson Valley, NY;Atlantic Time (Canada)
5.7023E+17;0;1;3;1;US Airways;;lj_verde;;0;airway still snoring question airway consistently providing poor customer service;;24/02/2015 06:31;DC;Eastern Time (US & Canada)
5.70229E+17;0;1;8;0.663;US Airways;;mcgarr_ok;;0;airway hotel still dont work folder business casual clothes worst conycatcher;;24/02/2015 06:30;nan;
5.70226E+17;0;1;3;0.6391;US Airways;;gregdarley;;0;airway oh got right agent kept cutting hold still didnt fix problem;;24/02/2015 06:18;nan;Eastern Time (US & Canada)
5.70226E+17;0;1;7;0.3516;US Airways;;MandiBPro;;0;airway preflight booking problem event imi flying attend waiting tway driver still tarmac;;24/02/2015 06:17;Jacksonville, FL;Eastern Time (US & Canada)
5.70226E+17;0;1;8;1;US Airways;;mcgarr_ok;;0;airway baggage team recording tell bag still dasnt found undelayed baggage link web conveniently working worst;;24/02/2015 06:16;nan;
5.70225E+17;0;1;3;1;US Airways;;NicoleCarmellaF;;0;airway trying week use;;24/02/2015 06:12;nan;
5.70224E+17;0;1;1;1;US Airways;;mikeyyyyyyy_;;0;airway give free baggage mess;;24/02/2015 06:09;nan;Central Time (US & Canada)
5.70224E+17;0;0.6537;10;0.6537;US Airways;;MandiBPro;;0;airway gate traffic ca flight arrive cobblestone rectilinearly flight cobblestone leaving cobblestone minute several us stuck hold plane;;24/02/2015 06:08;Jacksonville, FL;Eastern Time (US & Canada)
5.70223E+17;0;1;0;0.3474;US Airways;;PrettyMommy86;;0;airway really feel like company needs evaluate unpolicied lamp realize transfer possible ticket;;24/02/2015 06:07;nan;
5.70223E+17;1;1;9;;US Airways;;WhatSarahSayzz;;0;airway know probably way get cheapery fairer ticket flight leaving hour handed;;24/02/2015 06:04;nan;Pacific Time (US & Canada)
5.70222E+17;0;1;3;0.6872;US Airways;;lmeckPR;;0;airway seriously see jive spent 2 days multiple hour hold shang hour;;24/02/2015 06:03;Maryland;Quito
5.70221E+17;2;0.6991;9;;US Airways;;LouiseMcElwee;;0;airway waiting flight right thanks;;24/02/2015 05:57;#yeahTHATgreenville SC;
5.7022E+17;1;1;9;;US Airways;;jmkagan;;0;airway add tsar prey number unexisting reservation;;24/02/2015 05:53;Washington, DC;Quito
5.70219E+17;1;0.6326;9;0;US Airways;;NicoleCarmellaF;;0;airway please someone call cobblestone cobblestone cobblestone;;24/02/2015 05:50;nan;
5.70218E+17;2;0.6983;9;0;US Airways;;stevan_hicks;;0;airway back gate opposite wheel imi sure well get teethe eventually thanks;;24/02/2015 05:44;nan;
5.70217E+17;0;1;3;1;US Airways;;TrevorHam01;;0;airway r u aware wait time talk alesan agent always cobblestone minute unacceptable least employ call back feature;;24/02/2015 05:43;NYC;
5.70216E+17;1;1;9;;US Airways;;RockUrHumanity;;0;airway lamp americana 1 flight uncancelled flightless yesterday delay today unrobbed daughter 2 days grandparent thanks;;24/02/2015 05:36;East Coast/New England;Eastern Time (US & Canada)
5.70215E+17;0;0.6452;7;0.6452;US Airways;;stevan_hicks;;0;airway cobblestone connection charlotte houstonia mechanical issue determined cobblestone take checked bag;;24/02/2015 05:34;nan;
5.70214E+17;0;1;8;1;US Airways;;kintheusa;;0;airway admi please regard update lost bag please;;24/02/2015 05:31;nan;
5.70214E+17;0;1;5;0.6547;US Airways;;cmtodd;;0;airway need retrain us cobblestone lead flight attendant gate agent arrival ake cobblestone horrible attitude toward helping customer;;24/02/2015 05:29;Miami Beach, Florida USA;Eastern Time (US & Canada)
5.70214E+17;0;1;7;1;US Airways;;stevan_hicks;;0;airway your batting cobblestone every flight jive taken undelayed worst hairline ever;;24/02/2015 05:28;nan;
5.70212E+17;2;1;9;;US Airways;;bkusske;;0;airway know customer service thank starting 2 week pacay amazing note thank sagitarii;;24/02/2015 05:22;MN;Mountain Time (US & Canada)
5.70209E+17;0;0.7087;3;0.7087;US Airways;;peterbarth;;0;airway arent dating flight status;;24/02/2015 05:08;Greenville, SC;Eastern Time (US & Canada)
5.70208E+17;0;1;3;0.3435;US Airways;;peterbarth;;0;airway theyre also saying elt flight undelayed your showing system make impossible figure;;24/02/2015 05:07;Greenville, SC;Eastern Time (US & Canada)
5.70208E+17;0;1;7;0.3666;US Airways;;peterbarth;;0;airway nope unannounced headed back gate;;24/02/2015 05:06;Greenville, SC;Eastern Time (US & Canada)
5.70206E+17;0;1;7;1;US Airways;;peterbarth;;0;airway pretty sure didnt actually take cobblestone uncover;;24/02/2015 04:58;Greenville, SC;Eastern Time (US & Canada)
5.70206E+17;0;1;3;0.6552;US Airways;;Danye33;;0;airway well horrible flaw system 2 hour past day jive wasted jive got job lamp family crazy;;24/02/2015 04:56;nan;Eastern Time (US & Canada)
5.70205E+17;0;0.6771;7;0.3437;US Airways;;peterbarth;;0;airway cobblestone sitting cobblestone fee open gate;;24/02/2015 04:55;Greenville, SC;Eastern Time (US & Canada)
5.70204E+17;0;1;6;0.3663;US Airways;;Danye33;;0;airway wasted another hour life hold insanity another way use voucher payment onliness;;24/02/2015 04:50;nan;Eastern Time (US & Canada)
5.70204E+17;0;0.663;1;0.663;US Airways;;jbatchelor88;;0;airway whats wrong plane flybelt cobblestone;;24/02/2015 04:49;millville,nj;
5.70203E+17;0;1;1;0.6617;US Airways;;eatmyshorts2263;;0;airway united two broken airplane two days late flight imi unstranded funeral missing last semester college thumb;;24/02/2015 04:46;Carmen SanDiego;Eastern Time (US & Canada)
5.70199E+17;0;1;8;1;US Airways;;bcruz1028;;0;airway americana day 3 lamp still luggage totchka committal waiting dasnt driver since yest am;;24/02/2015 04:32;nan;
